사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2023-08,7호선,2718,공릉(서울과학기술대),"255,504","253,603","70,935","71,015"
2023-08,7호선,2719,태릉입구,"196,818","186,896","47,066","43,575"
2023-08,7호선,2720,먹골,"221,776","217,398","67,434","69,111"
2023-08,7호선,2721,중화,"236,259","227,060","64,906","64,179"
2023-08,7호선,2722,상봉(시외버스터미널),"410,913","393,626","72,634","69,855"
2023-08,7호선,2723,면목,"321,518","305,894","96,350","98,913"
2023-08,7호선,2724,사가정,"351,476","349,730","101,347","102,095"
2023-08,7호선,2725,용마산(용마폭포공원),"130,289","123,433","35,226","38,501"
2023-08,7호선,2726,중곡,"240,260","222,653","62,142","62,930"
2023-08,7호선,2727,군자(능동),"349,341","270,065","80,337","68,782"
2023-08,7호선,2728,어린이대공원(세종대),"332,171","329,196","41,178","41,081"
2023-08,7호선,2729,건대입구,"328,047","347,014","62,200","57,066"
2023-08,7호선,2730,뚝섬유원지,"217,248","205,575","45,768","45,601"
2023-08,7호선,2731,청담,"441,163","491,946","74,131","71,403"
2023-08,7호선,2732,강남구청,"398,615","445,384","49,893","51,184"
2023-08,7호선,2733,학동,"575,962","606,957","61,532","58,472"
2023-08,7호선,2734,논현,"440,354","452,841","42,029","40,637"
2023-08,7호선,2735,반포,"136,077","132,772","36,414","34,885"
2023-08,7호선,2736,고속터미널,"445,918","346,922","73,344","65,616"
2023-08,7호선,2737,내방,"323,221","329,997","73,020","70,655"
2023-08,7호선,2738,이수,"372,465","362,205","76,776","73,617"
2023-08,7호선,2739,남성,"247,661","226,979","74,010","73,381"
2023-08,7호선,2740,숭실대입구(살피재),"276,476","279,092","63,843","65,797"
2023-08,7호선,2741,상도,"252,240","245,031","63,408","60,205"
2023-08,7호선,2742,장승배기,"192,973","185,938","68,821","69,561"
2023-08,7호선,2743,신대방삼거리,"329,245","308,867","91,702","94,732"
2023-08,7호선,2744,보라매,"160,242","164,335","30,889","32,261"
2023-08,7호선,2745,신풍,"245,615","227,627","72,617","71,773"
2023-08,7호선,2746,대림(구로구청),"218,897","220,416","41,431","40,907"
2023-08,7호선,2747,남구로,"357,812","372,361","61,809","62,673"
2023-08,7호선,2748,가산디지털단지,"1,065,296","1,063,381","89,140","84,066"
2023-08,7호선,2749,철산,"488,644","498,621","99,155","98,394"
2023-08,7호선,2750,광명사거리,"423,391","412,868","149,434","155,664"
2023-08,7호선,2751,천왕,"258,441","244,754","58,293","58,008"
2023-08,7호선,2752,온수(성공회대입구),"224,813","207,518","40,518","38,101"
2023-08,8호선,2811,암사,"417,369","361,029","106,569","104,842"
2023-08,8호선,2812,천호(풍납토성),"335,771","400,354","87,054","83,920"
2023-08,8호선,2813,강동구청,"222,424","230,854","64,216","64,907"
2023-08,8호선,2814,몽촌토성(평화의문),"153,609","154,955","29,724","28,719"
2023-08,8호선,2815,잠실(송파구청),"394,465","466,935","79,737","77,554"
2023-08,8호선,2816,석촌,"173,986","205,798","50,353","53,249"
2023-08,8호선,2817,송파,"199,285","194,647","63,106","62,510"
2023-08,8호선,2818,가락시장,"153,104","172,431","61,201","62,747"
2023-08,8호선,2819,문정,"503,364","525,894","58,031","57,460"
2023-08,8호선,2820,장지,"401,471","369,320","83,917","79,570"
2023-08,8호선,2821,복정,"212,020","177,231","37,373","33,556"
2023-08,8호선,2822,산성,"114,876","114,025","30,616","33,103"
2023-08,8호선,2823,남한산성입구(성남법원.검찰청),"295,289","260,250","74,974","70,999"
2023-08,8호선,2824,단대오거리,"258,443","251,595","72,858","72,112"
2023-08,8호선,2825,신흥,"106,219","111,490","42,624","44,728"
2023-08,8호선,2826,수진,"110,758","99,367","47,066","46,153"
2023-08,8호선,2827,모란,"85,427","71,093","55,576","42,943"
2023-08,8호선,2828,남위례,"154,200","157,413","28,174","27,840"
2023-08,9호선,4101,개화,"64,261","42,357","13,197","10,759"
2023-08,9호선,4102,김포공항,"200,547","296,624","22,805","28,848"
2023-08,9호선,4103,공항시장,"63,171","67,366","24,918","26,455"
2023-08,9호선,4104,신방화,"149,047","145,135","48,362","48,792"
2023-08,9호선,4105,마곡나루(서울식물원),"331,812","326,968","33,192","32,409"
2023-08,9호선,4106,양천향교,"231,764","236,120","47,281","47,106"
2023-08,9호선,4107,가양,"485,890","471,661","132,683","129,756"
2023-08,9호선,4108,증미,"176,990","168,667","37,003","37,388"
2023-08,9호선,4109,등촌,"249,079","236,952","82,989","83,789"
2023-08,9호선,4110,염창,"422,151","404,829","73,750","71,750"
2023-08,9호선,4111,신목동,"94,613","81,241","22,261","21,255"
2023-08,9호선,4112,선유도,"211,093","198,653","29,553","29,154"
2023-08,9호선,4113,당산,"482,511","479,751","68,422","63,714"
2023-08,9호선,4114,국회의사당,"399,972","423,248","56,791","50,691"
2023-08,9호선,4115,여의도,"774,854","735,908","51,161","46,496"
2023-08,9호선,4116,샛강,"146,700","148,162","27,636","27,112"
2023-08,9호선,4117,노량진,"643,705","626,854","82,835","83,111"
2023-08,9호선,4118,노들,"103,864","82,893","32,428","29,653"
2023-08,9호선,4119,흑석(중앙대입구),"177,877","186,290","53,454","54,184"
2023-08,9호선,4120,동작(현충원),"39,722","31,996","10,463","9,260"
2023-08,9호선,4121,구반포,"20,066","20,706","8,830","9,047"
2023-08,9호선,4122,신반포,"80,653","82,883","23,524","23,711"
2023-08,9호선,4123,고속터미널,"370,920","533,597","64,829","76,814"
2023-08,9호선,4124,사평,"87,760","84,502","23,017","23,318"
2023-08,9호선,4125,신논현,"845,037","825,976","51,189","49,453"
2023-08,공항철도 1호선,4201,서울역,"370,511","333,570","34,060","30,557"
2023-08,공항철도 1호선,4202,공덕,"70,176","96,174","8,485","9,916"
2023-08,공항철도 1호선,4203,홍대입구,"418,596","415,010","19,287","17,767"
2023-08,공항철도 1호선,4204,디지털미디어시티,"362,665","335,929","27,309","25,793"
2023-08,공항철도 1호선,4206,마곡나루(서울식물원),"255,153","242,345","14,965","14,751"
2023-08,공항철도 1호선,4207,김포공항,"299,294","159,487","24,433","15,207"
2023-08,공항철도 1호선,4208,계양,"326,090","304,517","34,492","32,417"
2023-08,공항철도 1호선,4209,검암,"175,729","177,431","17,150","17,249"
2023-08,공항철도 1호선,4210,청라국제도시,"187,143","177,339","13,544","13,413"
2023-08,공항철도 1호선,4211,운서,"247,026","260,982","29,390","30,033"
2023-08,공항철도 1호선,4212,공항화물청사,"53,316","56,932","10,336","9,935"
2023-08,공항철도 1호선,4213,인천공항1터미널,"412,818","386,681","39,760","37,307"
2023-08,공항철도 1호선,4215,인천공항2터미널,"190,328","161,882","28,109","25,512"
2023-08,공항철도 1호선,4217,영종,"100,114","101,285","21,053","21,112"
2023-08,9호선2~3단계,4126,언주,"290,595","292,501","32,685","31,888"
2023-08,9호선2~3단계,4127,선정릉,"244,075","262,778","27,068","27,739"
2023-08,9호선2~3단계,4128,삼성중앙,"189,422","196,220","27,469","26,511"
2023-08,9호선2~3단계,4129,봉은사,"583,496","608,176","60,435","58,166"
2023-08,9호선2~3단계,4130,종합운동장,"112,453","117,296","22,695","21,321"
2023-08,9호선2~3단계,4131,삼전,"173,847","163,406","38,817","38,070"
2023-08,9호선2~3단계,4132,석촌고분,"156,253","152,846","40,081","40,747"
2023-08,9호선2~3단계,4133,석촌,"223,152","198,607","39,430","34,648"
2023-08,9호선2~3단계,4134,송파나루,"127,866","141,896","29,551","31,166"
2023-08,9호선2~3단계,4135,한성백제,"67,552","61,202","17,259","15,793"
2023-08,9호선2~3단계,4136,올림픽공원(한국체대),"228,257","231,960","33,328","30,448"
2023-08,9호선2~3단계,4137,둔촌오륜,"23,833","22,696","6,692","7,336"
2023-08,9호선2~3단계,4138,중앙보훈병원,"246,253","209,919","83,317","80,772"
2023-08,우이신설선,4701,북한산우이,"59,694","55,286","40,287","41,084"
2023-08,우이신설선,4702,솔밭공원,"45,316","39,975","30,248","31,318"
2023-08,우이신설선,4703,4.19민주묘지,"46,920","45,134","38,419","35,224"
2023-08,우이신설선,4704,가오리,"71,535","69,654","51,309","52,865"
2023-08,우이신설선,4705,화계,"56,408","50,134","45,798","46,456"
2023-08,우이신설선,4706,삼양,"30,514","31,164","27,684","30,451"
2023-08,우이신설선,4707,삼양사거리,"37,108","36,539","36,977","37,022"
2023-08,우이신설선,4708,솔샘,"124,310","113,386","40,646","42,738"
2023-08,우이신설선,4709,북한산보국문,"129,584","119,856","42,823","42,668"
2023-08,우이신설선,4710,정릉,"86,063","75,868","45,309","42,576"
2023-08,우이신설선,4711,성신여대입구(돈암),"67,800","81,325","29,417","28,535"
2023-08,우이신설선,4712,보문,"29,434","29,727","15,613","15,131"
2023-08,우이신설선,4713,신설동,"32,836","32,861","28,574","25,681"
2023-08,신림선,4401,샛강,"60,753","71,218","13,911","13,102"
2023-08,신림선,4402,대방,"61,633","46,360","15,418","13,159"
2023-08,신림선,4403,서울지방병무청,"58,890","63,579","22,821","24,744"
2023-08,신림선,4404,보라매,"83,318","77,361","23,186","20,485"
2023-08,신림선,4405,보라매공원,"43,178","46,489","17,235","17,727"
2023-08,신림선,4406,보라매병원,"149,640","158,093","53,506","52,572"
2023-08,신림선,4407,당곡,"95,857","94,350","36,089","35,920"
2023-08,신림선,4408,신림,"34,021","50,392","16,189","19,870"
2023-08,신림선,4409,서원,"77,922","66,757","24,679","24,252"
2023-08,신림선,4410,서울대벤처타운,"200,426","184,087","60,085","61,145"
2023-08,신림선,4411,관악산(서울대),"59,127","58,366","40,283","39,931"
