사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
23-Aug,2호선,250,용두(동대문구청),54,1,"1,253",127,"2,071","1,113","5,591","2,994","9,383","5,793","5,015","3,627","3,949","3,457","3,914","3,412","3,938","3,068","3,989","3,622","3,768","3,575","3,926","4,360","4,512","4,252","4,995","5,081","5,796","8,329","2,670","5,650","1,782","3,295","1,381","3,012",826,"2,286",310,"1,463",63,523,0,3,0,0,0,0
23-Aug,3호선,309,지축,5,1,"3,246",702,"11,291","5,233","29,019","5,071","28,250","9,051","15,076","6,224","10,022","5,438","8,509","5,510","8,673","6,244","8,701","7,182","7,535","7,068","8,772","8,540","10,644","11,021","10,271","16,559","9,152","27,864","5,766","21,213","4,985","13,711","4,054","12,004","3,541","10,641","1,424","5,865",231,"1,105",2,2,3,3,0,0
23-Aug,3호선,310,구파발,104,1,"12,026","1,580","34,459","10,443","85,488","22,307","81,093","29,602","44,317","28,078","30,446","29,507","29,360","26,485","31,089","27,538","29,188","29,421","29,241","29,393","33,767","29,748","39,247","35,869","40,036","47,646","31,919","75,802","20,813","63,157","17,869","35,087","15,307","31,292","11,737","27,628","3,348","18,509",565,"7,731",0,296,0,0,0,0
23-Aug,3호선,311,연신내,205,16,"26,801","1,914","49,042","12,565","120,024","21,837","138,248","36,292","80,762","36,745","54,391","34,709","50,991","34,759","56,867","37,726","49,499","40,058","45,417","41,273","46,296","51,322","56,241","61,971","51,371","81,127","47,207","128,786","34,095","107,406","27,442","62,717","23,655","56,321","19,516","50,571","9,073","31,502","1,335","10,201",1,12,0,0,0,0
23-Aug,3호선,312,불광,60,3,"9,926","1,467","20,181","5,739","50,936","11,541","62,127","32,026","36,002","26,201","25,885","22,937","23,641","23,110","24,514","25,384","24,068","28,141","23,739","26,114","25,760","28,861","27,828","33,149","28,249","39,896","30,890","61,689","16,508","46,768","13,662","28,000","11,262","25,239","7,724","21,689","3,214","12,691",436,"4,280",1,0,0,0,0,0
23-Aug,3호선,313,녹번,63,3,"9,979",690,"26,088","3,725","71,854","7,918","78,804","16,753","42,864","10,284","27,407","9,692","21,902","9,749","21,371","12,085","19,962","13,378","16,940","14,848","16,225","18,696","16,935","25,846","17,700","34,580","20,318","64,058","10,134","51,205","7,513","29,965","5,882","26,849","4,138","24,088","1,612","14,203",200,"3,886",0,0,0,0,0,0
23-Aug,3호선,314,홍제,137,5,"10,346","1,422","25,274","6,837","65,025","11,175","70,709","23,085","44,287","19,241","31,295","16,550","27,735","15,890","29,609","17,950","25,764","19,753","23,278","22,538","23,395","27,435","25,813","32,606","26,360","43,345","25,329","63,138","14,556","51,802","11,494","31,117","9,113","27,655","6,423","24,588","2,486","14,752",387,"3,515",0,0,1,0,0,0
23-Aug,3호선,315,무악재,22,2,"2,200",152,"5,989","1,545","17,001","3,351","20,183","5,589","11,985","3,475","8,246","3,450","6,782","3,493","6,216","4,245","5,620","4,588","4,978","5,200","5,083","6,604","5,246","8,366","6,564","11,138","7,121","16,880","3,421","14,005","2,563","8,907","1,943","7,509","1,467","6,888",576,"4,758",86,"1,097",0,0,0,0,0,0
23-Aug,3호선,316,독립문,230,7,"5,304",919,"5,918","5,811","15,167","13,602","18,480","19,535","13,794","15,212","12,214","13,458","12,310","11,265","14,534","11,917","13,611","12,493","13,684","11,508","15,446","11,754","16,345","12,752","16,794","13,945","16,373","16,852","7,597","13,181","5,948","8,854","5,118","7,681","3,281","7,004",997,"4,197",129,"1,812",1,613,0,0,0,0
23-Aug,3호선,317,경복궁(정부서울청사),60,0,"2,542","1,825","6,117","14,614","14,308","40,566","20,025","123,069","19,294","71,883","19,110","46,615","24,675","45,119","30,770","41,321","36,075","43,837","41,579","38,028","48,893","32,538","58,116","30,890","78,415","31,302","109,467","33,633","42,808","21,714","34,391","12,258","33,427","10,264","22,244","9,933","8,236","5,330",946,"1,515",0,43,0,0,0,0
23-Aug,3호선,318,안국,14,0,"1,923","1,941","2,771","23,699","6,527","88,864","10,061","118,313","12,458","79,208","15,817","57,885","23,558","58,951","33,508","50,239","38,815","47,334","44,855","43,190","56,916","35,949","77,545","33,374","114,588","31,018","117,956","27,658","53,041","13,980","42,548","7,450","36,154","6,421","19,973","5,575","6,093","3,232",573,981,0,2,0,0,0,0
23-Aug,3호선,319,종로3가,19,0,856,"1,002","1,348","6,151","1,895","15,999","3,202","44,818","5,406","42,030","7,789","33,036","10,567","26,864","12,149","24,315","13,299","23,069","16,139","21,443","19,186","19,442","23,569","18,565","34,464","18,674","51,520","19,316","28,320","11,370","17,865","6,669","18,795","4,999","15,211","4,008","7,295","2,585",674,942,0,15,0,0,0,0
23-Aug,3호선,320,을지로3가,24,0,717,"1,175","1,439","9,079","3,712","36,123","6,104","81,506","8,552","30,845","9,889","15,501","11,211","13,433","11,256","12,945","12,685","13,951","14,518","12,584","16,782","12,970","20,181","14,280","44,413","17,860","70,175","21,307","27,286","13,067","18,648","6,725","19,447","5,662","15,452","4,120","8,445","2,511","1,305",704,0,7,0,0,0,0
23-Aug,3호선,321,충무로,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,5,0,2,0,2,0,8,0,3,0,7,0,32,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
23-Aug,3호선,322,동대입구,15,0,"1,724","1,244","2,999","11,492","5,772","16,777","8,313","45,291","7,388","27,002","6,679","20,663","8,612","15,852","9,114","14,689","10,191","15,201","13,871","13,639","14,134","12,431","20,760","12,257","27,156","14,845","40,244","15,939","19,328","11,169","19,570","6,139","13,376","5,447","13,406","4,384","3,589","2,820",317,"1,012",2,63,0,0,0,0
23-Aug,3호선,323,약수,124,2,"6,966","1,171","10,965","6,454","26,458","14,445","38,055","33,584","27,615","20,936","18,814","15,292","17,516","15,219","19,293","15,241","19,308","15,505","17,837","17,250","19,494","19,161","21,950","23,330","26,463","29,294","32,119","41,993","19,265","27,694","15,398","18,253","15,027","15,872","11,343","15,235","5,130","8,459",861,"3,054",0,439,0,1,0,0
23-Aug,3호선,324,금호,54,4,"4,633",547,"10,700","2,581","26,902","4,456","36,964","8,903","22,987","6,738","14,018","6,272","12,239","6,594","11,628","8,213","10,838","8,976","9,457","10,103","9,505","11,897","10,654","14,862","11,323","20,171","11,346","30,337","7,853","21,097","5,606","14,329","4,275","12,645","3,398","12,302","1,463","6,250",258,"1,584",0,0,0,0,0,0
23-Aug,3호선,325,옥수,247,15,"3,071",982,"9,792","4,852","22,611","7,535","29,877","13,286","21,236","11,014","14,673","8,362","13,133","9,400","12,914","10,526","13,090","12,012","12,660","12,602","13,037","14,875","14,735","17,682","16,317","24,351","16,398","32,644","10,986","23,846","8,860","15,819","7,845","14,238","5,441","13,639","2,289","6,717",424,"1,687",1,0,0,0,0,0
23-Aug,3호선,326,압구정,64,2,"3,065","2,400","8,022","23,799","15,809","49,833","23,024","149,250","19,603","150,957","23,799","78,550","30,200","62,519","36,704","49,161","41,449","54,321","48,824","48,382","58,519","44,897","69,948","44,686","96,187","54,015","139,521","59,861","93,083","33,247","71,683","16,782","54,576","13,005","41,757","11,419","12,114","6,031","1,982","2,029",1,184,0,0,0,0
23-Aug,3호선,327,신사,46,8,"3,931","1,655","7,163","18,206","11,429","43,062","16,591","101,973","14,964","132,154","18,022","65,584","23,269","47,264","27,379","41,849","32,175","46,402","38,701","42,521","46,822","38,632","56,475","41,943","86,041","49,796","123,746","63,164","85,667","33,856","57,845","17,186","60,340","13,363","51,098","10,795","22,352","7,297","3,179","3,268",0,5,0,0,0,0
23-Aug,3호선,328,잠원,1,0,"1,184",829,"4,785","7,042","12,387","6,791","16,370","9,619","10,418","6,591","7,631","4,762","7,595","4,696","7,796","5,422","7,255","6,453","6,360","6,043","8,186","6,601","10,241","7,603","12,062","10,649","9,223","14,117","5,066","10,053","3,753","6,718","3,754","6,274","2,800","7,698",931,"3,232",136,965,0,1,1,1,0,0
23-Aug,3호선,329,고속터미널,126,3,"5,174","3,995","7,046","34,158","25,974","46,991","44,348","77,411","50,451","94,336","54,817","95,208","67,806","103,183","79,815","97,853","88,992","93,991","98,674","99,546","112,919","100,660","125,561","97,798","141,077","107,462","134,998","111,564","113,662","70,131","126,532","44,489","79,468","34,772","51,688","25,036","18,995","11,621","1,843","1,916",1,2,0,0,0,0
23-Aug,3호선,330,교대(법원.검찰청),66,0,"1,653",728,"4,610","6,721","10,167","20,793","14,670","49,252","12,640","37,342","13,758","17,242","17,057","11,893","19,422","11,733","23,058","11,413","26,068","10,389","28,444","9,661","32,223","10,754","51,078","15,355","71,203","19,992","31,516","10,725","26,775","6,094","26,893","4,740","24,166","4,469","7,966","2,435","1,267",748,0,0,0,0,0,0
23-Aug,3호선,331,남부터미널(예술의전당),26,3,"3,048","1,395","9,567","26,012","28,939","63,422","43,906","151,406","35,386","82,957","32,641","46,595","36,438","36,055","37,320","37,664","40,173","41,140","40,140","40,282","44,824","40,887","58,623","44,472","103,974","52,219","131,915","61,553","56,796","38,700","41,020","24,001","36,662","18,075","30,836","15,019","8,656","8,635",844,"2,180",0,1,0,0,0,0
23-Aug,3호선,332,양재(서초구청),43,2,"5,113","2,886","14,575","40,239","34,259","107,380","43,857","228,195","31,745","114,841","27,976","53,296","30,362","42,361","35,280","39,193","38,489","43,035","42,816","38,922","52,257","38,138","67,788","42,458","124,800","59,717","189,853","75,615","81,876","49,715","58,136","31,531","55,785","27,393","35,451","24,933","12,497","13,018","1,242","3,465",1,22,0,0,0,0
23-Aug,3호선,333,매봉,5,1,"1,914",830,"6,735","8,884","16,515","25,396","19,943","78,108","14,046","33,457","12,643","15,243","12,641","13,438","13,420","13,121","14,114","13,150","16,053","11,566","18,471","12,212","21,879","13,706","39,270","18,326","65,647","23,290","21,220","15,697","15,171","9,490","15,779","7,930","9,899","8,101","3,035","4,137",364,"1,296",1,32,1,0,0,0
23-Aug,3호선,334,도곡,47,12,819,372,"2,894","5,436","8,567","12,365","10,235","19,225","6,520","15,234","5,496","7,079","5,712","6,624","5,758","6,077","6,120","6,436","6,601","5,816","8,522","5,929","11,628","6,720","15,549","8,057","16,630","9,961","8,681","7,673","5,867","4,371","5,203","4,022","3,985","3,803","1,040","2,246",157,"1,384",0,166,0,0,0,0
23-Aug,3호선,335,대치,18,0,"3,248",674,"13,019","8,214","25,941","21,213","26,348","31,453","16,279","22,132","14,140","15,049","13,538","13,747","17,120","17,519","18,127","22,256","15,563","17,909","18,378","19,839","20,983","26,715","34,102","31,248","29,733","33,078","18,599","22,840","14,491","12,989","19,588","12,628","37,664","11,000","3,699","5,886",425,"1,966",0,0,0,0,0,0
23-Aug,3호선,336,학여울,5,0,575,216,"1,931","1,801","4,145","3,567","4,596","9,135","3,236","8,229","2,580","7,148","3,790","5,824","4,928","5,617","5,599","6,492","6,432","6,078","7,275","5,220","7,852","4,332","8,445","4,556","8,649","4,899","4,400","3,379","2,578","2,366","1,719","1,891","1,047","1,714",312,946,36,326,0,0,0,0,0,0
23-Aug,3호선,337,대청,77,0,"3,860","1,061","11,435","7,515","28,869","18,429","35,077","26,502","20,074","13,231","15,844","9,137","14,154","8,391","13,580","9,555","14,123","11,006","12,787","11,006","16,340","13,567","21,582","15,384","24,465","20,159","25,656","30,600","11,799","23,031","8,246","15,683","6,447","14,376","5,116","15,520","1,706","8,208",282,"2,603",0,12,0,0,0,0
23-Aug,3호선,338,일원,11,0,"2,506","1,666","9,130","12,212","23,842","33,979","24,136","25,076","17,046","20,527","17,463","17,150","17,889","13,264","18,724","14,961","15,878","16,253","16,964","15,828","23,191","13,909","31,037","13,327","37,116","15,447","19,496","22,317","11,568","17,472","6,851","11,206","4,799","10,464","3,847","11,392","1,435","4,773",134,"1,563",1,49,0,0,0,0
23-Aug,3호선,339,수서,203,3,"4,902","2,292","12,793","18,093","36,609","35,391","45,893","55,474","30,012","34,579","31,374","24,170","25,355","19,881","31,643","24,589","29,379","23,026","21,632","22,953","33,255","27,410","35,764","31,051","46,315","39,458","51,868","53,465","24,382","39,367","23,184","26,954","16,143","22,912","15,591","21,456","7,339","8,501",596,"2,874",3,233,0,0,0,0
23-Aug,3호선,340,가락시장,44,4,"3,021",658,"7,520","6,260","21,381","12,217","21,733","26,726","15,831","14,812","14,712","10,481","13,238","10,708","13,270","11,238","12,804","11,759","12,787","11,837","13,701","13,361","15,297","14,788","21,375","18,376","27,658","23,996","11,615","17,688","8,639","11,351","7,642","9,928","5,243","9,462","2,151","5,163",290,"1,781",4,36,0,0,0,0
23-Aug,3호선,341,경찰병원,14,3,"3,070",265,"8,355","3,614","22,510","9,306","26,098","28,210","15,345","15,322","11,283","8,565","9,978","6,947","9,367","7,897","9,515","9,256","9,528","8,612","10,489","8,793","10,541","9,519","15,817","15,047","20,935","22,376","7,169","17,812","5,880","10,248","4,955","8,962","3,072","8,756","1,100","4,891",133,"1,388",0,0,0,0,0,0
23-Aug,3호선,342,오금,45,0,"4,182",8,"9,193","2,913","28,380","6,032","30,772","13,624","15,521","5,921","9,103","5,052","7,530","4,529","8,752","5,724","7,923","6,259","6,785","6,046","6,559","8,027","8,243","9,552","10,709","14,284","11,927","22,879","4,708","15,908","3,731","10,109","3,031","8,719","2,575","11,210",664,"5,740",105,"2,059",0,0,0,0,0,0
23-Aug,4호선,409,당고개,73,2,"8,687",100,"17,663","4,912","42,872","6,079","36,912","11,146","21,977","11,323","16,232","9,986","14,452","9,723","14,867","9,738","14,172","9,835","12,938","10,649","11,775","13,236","13,137","15,816","13,461","18,961","13,058","27,201","8,013","25,772","5,712","16,963","4,524","15,111","2,808","13,921","1,345","9,610",299,"3,178",0,431,0,0,0,0
23-Aug,4호선,410,상계,62,5,"14,858",364,"39,747","7,367","87,883","13,997","72,616","22,732","41,039","17,506","30,279","15,068","26,521","16,678","28,185","19,266","25,510","20,751","22,404","21,473","23,315","25,232","26,137","32,757","25,479","43,660","23,924","66,766","15,686","60,228","12,535","35,932","11,030","31,804","11,685","29,165","3,633","19,327",573,"5,663",4,543,0,0,0,0
23-Aug,4호선,411,노원,319,4,"12,417",776,"24,147","8,046","50,862","13,487","54,064","30,467","31,155","32,162","25,053","24,668","23,647","23,909","27,615","27,975","26,926","31,744","25,861","29,259","27,766","32,878","30,895","40,216","32,456","53,514","32,554","83,893","24,532","65,232","26,542","37,568","24,761","32,067","22,297","27,451","10,534","18,755","2,139","6,574",5,691,0,0,0,0
23-Aug,4호선,412,창동,"2,339",49,"17,456","2,685","40,335","11,859","84,734","19,144","76,570","39,568","48,352","31,195","38,636","28,509","36,536","28,456","38,619","34,378","35,362","40,249","33,264","40,970","37,450","44,520","43,348","50,169","43,229","64,740","44,863","90,646","27,527","75,853","21,238","45,466","20,539","38,819","15,075","35,492","6,449","22,055","1,118","7,962",1,87,0,0,0,0
23-Aug,4호선,413,쌍문,245,15,"25,080","1,168","53,290","9,019","122,397","15,026","122,521","28,434","73,696","21,470","51,816","20,110","43,512","21,143","43,552","24,177","39,249","27,091","34,475","29,342","32,422","39,504","35,347","50,868","36,109","67,861","33,276","104,042","21,676","95,725","15,938","58,181","13,276","51,867","9,732","48,461","4,501","30,437",660,"9,062",0,6,0,0,0,0
23-Aug,4호선,414,수유(강북구청),76,4,"23,624","3,143","48,697","11,752","110,250","20,706","117,943","53,848","76,355","39,155","52,735","30,839","48,667","32,348","50,866","34,800","48,318","40,070","45,051","42,874","46,577","51,408","51,060","65,115","54,766","82,393","61,207","121,889","36,813","106,608","28,824","68,152","25,359","58,031","19,777","55,627","11,095","35,695","1,901","9,099",0,0,0,0,0,0
23-Aug,4호선,415,미아(서울사이버대학),31,2,"11,500","1,802","21,249","7,809","45,357","15,360","50,114","32,800","32,873","20,072","24,288","15,506","21,998","15,672","24,078","15,765","22,709","17,595","20,242","18,063","20,171","23,861","25,697","27,762","27,055","33,700","28,067","45,178","17,265","37,502","11,796","23,631","9,502","21,353","7,701","18,760","2,630","12,624",371,"3,198",0,3,0,0,0,0
23-Aug,4호선,416,미아사거리,81,2,"16,224","2,397","38,092","8,502","89,897","16,471","92,151","31,904","58,971","30,963","42,327","27,681","38,543","29,585","39,737","30,823","39,431","32,619","36,751","35,693","38,730","44,788","42,942","53,032","40,569","68,988","41,589","99,034","29,858","77,528","28,856","46,376","17,867","41,518","12,824","37,706","5,869","20,636",924,"4,945",0,8,0,0,0,0
23-Aug,4호선,417,길음,18,2,"10,395","2,057","34,513","8,014","86,221","13,063","83,243","26,266","48,278","20,214","32,459","17,357","27,907","18,332","29,427","21,210","27,687","23,911","24,968","24,216","25,569","28,337","29,749","37,627","32,301","50,832","30,970","77,227","17,056","61,906","12,789","38,455","10,189","34,714","10,034","35,146","3,502","19,459",551,"5,366",0,5,0,0,0,0
23-Aug,4호선,418,성신여대입구(돈암),31,6,"5,994","1,754","19,638","7,446","45,632","15,984","50,526","32,889","35,817","27,167","28,279","21,575","27,671","21,624","32,025","25,787","31,044","28,272","29,117","27,710","31,489","30,241","36,773","36,739","40,797","47,907","43,193","66,681","28,436","52,271","25,651","33,191","27,066","30,108","23,384","27,851","10,582","18,055","1,724","5,661",0,7,0,0,0,0
23-Aug,4호선,419,한성대입구(삼선교),42,1,"6,934","1,316","12,872","7,452","29,797","15,778","35,538","27,492","25,368","23,774","19,319","17,602","18,392","16,815","21,776","17,369","21,530","18,153","20,650","16,717","22,067","19,402","29,380","21,941","29,761","27,772","29,041","35,976","16,623","28,142","14,452","18,506","13,174","17,878","9,556","17,191","3,996","10,766",605,"4,681",2,"1,493",0,0,0,0
23-Aug,4호선,420,혜화,17,0,"3,580","2,302","7,968","23,826","17,680","49,542","20,728","116,686","25,736","82,638","32,355","65,706","37,167","61,448","39,996","76,995","43,058","94,915","54,731","79,933","75,030","65,844","91,440","61,915","110,534","69,758","120,070","79,493","72,184","55,686","70,682","20,786","98,126","19,389","88,634","17,167","28,960","10,545","3,804","3,267",0,315,0,0,0,0
23-Aug,4호선,421,동대문,191,0,"4,051","2,251","2,735","13,383","4,552","31,660","6,880","63,596","11,747","59,587","18,245","55,800","25,432","49,997","30,531","44,108","36,985","41,142","43,531","37,717","51,691","32,284","61,353","25,648","76,200","20,854","55,565","18,909","32,147","18,653","24,602","13,888","23,851","10,233","18,154","6,886","7,692","5,290","1,134","1,344",1,91,0,0,0,0
23-Aug,4호선,422,동대문역사문화공원(DDP),223,3,"5,348","1,580","4,905","14,475","8,039","28,885","12,481","64,628","16,414","37,593","18,944","29,500","20,848","27,733","22,946","26,258","24,738","26,674","29,595","26,566","36,184","24,641","43,690","23,181","63,047","24,480","78,767","26,413","43,519","25,585","34,175","18,210","31,082","16,490","25,910","13,389","13,091","8,926","2,228","2,564",0,59,0,0,0,0
23-Aug,4호선,423,충무로,87,5,"3,327","3,062","5,534","23,529","11,572","60,333","19,417","175,722","23,963","93,366","27,053","48,860","30,579","41,766","30,670","40,230","35,375","41,775","40,059","34,954","45,359","32,481","58,171","34,669","95,666","40,093","145,696","45,671","64,865","29,059","47,579","19,047","44,841","18,827","34,421","17,059","17,575","11,365","3,324","3,629",0,143,0,0,0,0
23-Aug,4호선,424,명동,18,1,"1,672",982,"4,417","19,639","8,128","51,339","16,206","117,085","31,170","80,830","38,048","57,940","42,740","58,093","41,448","61,336","44,193","63,546","49,728","61,550","60,153","63,199","71,296","65,409","89,840","67,012","131,120","64,215","74,659","50,416","67,285","39,296","64,446","31,166","54,876","21,010","22,263","11,680","1,328","3,416",2,113,0,0,0,0
23-Aug,4호선,425,회현(남대문시장),16,0,"1,104",711,"3,018","19,378","5,130","54,799","8,661","141,211","12,588","97,125","18,508","74,164","29,040","66,675","37,353","52,494","44,331","46,945","52,527","41,961","62,579","36,178","76,205","28,456","101,309","22,557","123,305","19,191","55,879","11,427","52,238","6,796","20,855","6,157","12,263","5,495","4,351","3,436",490,987,0,93,0,0,0,0
23-Aug,4호선,426,서울역,245,2,"4,640",986,"6,333","15,434","12,074","39,393","15,617","89,316","13,955","59,689","12,932","30,966","15,352","29,903","16,279","34,276","15,883","33,603","15,923","30,055","17,068","32,413","22,628","35,087","47,022","40,048","64,673","40,286","24,356","30,339","15,772","21,827","13,385","19,976","9,735","16,350","4,355","8,410",527,"2,837",1,278,0,1,0,0
